SELECT count(*), s.id, s.shopName
FROM tb_goods_item g
JOIN tb_seller s on g.shopId=s.id
GROUP BY s.id
ORDER BY count(*) desc;

count(*),id,shopName
1,63348283,oppo酷炫专卖店
1,63457893,瑞诺旗舰店
1,101849079,卡特罗旗舰店
1,101975824,琴飞曼旗舰店
1,63786325,xingyunshi旗舰店
1,64045092,王者韵丝蔓专卖店
1,117510361,midoli旗舰店
1,117707136,roydom皇龙之家旗舰店
1,111133605,莎伦诗旗舰店
1,111267755,ginoble基诺浦旗舰店
1,118909175,曲采旗舰店
1,111329265,亿居饰家具旗舰店
1,111481306,贝喜旗舰店
1,121787178,上海康迅乐器专营店
1,111608465,天蝎座眼镜专营店
1,111717820,欧博龙旗舰店
1,103569134,zhantai家居旗舰店
1,103711837,墨麦客舍我专卖店
1,66698677,diplomat官方旗舰店
1,103774150,一甲车品专营店
1,66736809,人本鞋类旗舰店
1,103890436,卡迪乐器专营店
1,103992228,叶同仁大药房旗舰店
1,104264495,宜度家居专营店
1,67285574,优洋家居旗舰
1,130867940,邦力健医疗器械旗舰店
1,111842955,金农家居旗舰店
1,142266560,ccf辰赐福旗舰店
1,143562073,联华食品海外旗舰店
1,112065105,固家办公用品旗舰店
1,112164050,酷尾巴壹百米专卖店
1,112215172,fimage有致南木专卖店
1,57300482,mbox饰品旗舰店
1,100157866,manato旗舰店
1,100276215,唯阿运动户外专营店
1,59207096,acacia旗舰店
1,59302263,康尔馨旗舰店
1,57303357,海盗船官方旗舰店
1,100663871,艺峰旗舰店
1,59634136,织圆旗舰店
1,100894801,artiart旗舰店
1,59992621,飞利浦本汇专卖店
1,110560269,众霸旗舰店
1,110836766,宾卡达旗舰店
1,105165736,童泰上海专卖店
1,110980612,欧美特汽车用品专营店
1,105268070,西门子威尔康赛专卖店
1,111026650,恩康旗舰店
1,105418115,皇利莱旗舰店
1,105434980,美淘家居专营店
1,112315562,龙之艺旗舰店
1,107834429,kosmaxhome康玛仕旗舰店
1,112450975,铂马仕旗舰店
1,148443209,瑞音乐器专营店
1,107932777,糖村海外旗舰店
1,112475813,蓝鹦旗舰店
1,112496287,雅尼户外旗舰店
1,108086244,巴布豆乐缘专卖店
1,108145709,蒂利仕旗舰店
1,67763585,时代先锋烟具专营店
1,67963800,海馈宝旗舰店
1,67364050,gigi旗舰店
1,68073117,静熙旗舰店
1,67415064,mcgor旗舰店
1,68302008,ttmix旗舰店
1,67540233,波克丝瑞家纺旗舰店
1,68384059,真成光乐器专营店
1,67627047,华诺乐器专营店
1,67723120,海王星辰大药房旗舰店
1,114695004,九牧成斌专卖店
1,114831543,好逑旗舰店
1,108191080,旻军数码专营店
1,114915377,可好家具旗舰店
1,145235017,粤华医疗器械旗舰店
1,115182224,xgg旗舰店
1,145290275,天后御品旗舰店
1,108314173,啡忆咖啡家居专营店
1,115281332,禅意阁旗舰店
1,145412790,凤凰金圣源专卖店
1,108357879,点缤车品专营店
1,115635252,梵爵旗舰店
1,145607185,智杰医疗器械专营
1,108415361,民材家居专营店
1,70140766,yutuboy旗舰店
1,148155394,美的合美永顺专卖店
1,70249850,康之家大药房旗舰店
1,70572237,fanci旗舰店
1,70790880,车仆旗舰店
1,71041500,sessile家居旗舰店
1,58522469,伊司达洁具旗舰店
1,116282306,博世鹏达专卖店
1,106311668,阿布号鞋类专营店
1,116388545,亚其绝色领航专卖店
1,106437466,万晶旗舰店
1,106575404,勒辉车品专营店
1,116567066,普兰迪旗舰店
1,106783905,天创家居专营店
1,106894205,宽途旗舰店
1,107000316,华兴茂居家日用专营店
1,73122180,三月三家居旗舰店
1,62609253,优缘雅居旗舰店
1,62686432,驰邦车品专营店
1,73302811,星辰运动户外专营店
1,62802440,洁仕宝旗舰店
1,62929714,橡树庄园旗舰店
1,100027003,惠丰家居旗舰店
1,63225933,nakabayashi旗舰店
1,113877504,仟湖宠物用品专营店
1,114139460,蔻尊旗舰店
1,113073903,瑞之缘旗舰店
1,114303109,畅柔服饰旗舰店
1,113240897,惠氏健康生活海外旗舰店
1,114441014,掬涵旗舰店
1,113421539,锦福里旗舰店
1,113476937,安骐旗舰店
1,102097917,赛诺旗舰店
1,102174329,蔻丝家居专营店
1,64248269,俞记食品旗舰店
1,102275134,旺旺食品旗舰店
1,102419773,yamaha畅想专卖店
1,102584449,寿全斋旗舰店
1,64776259,易构旗舰店
1,64996227,周大生旗舰店
1,123146860,晖皇家居专营店
1,123988316,艾亿联科家居专营店
1,109809860,鹏翔车品专营店
1,109939798,喜尚五金专营店
1,127705105,wolford旗舰店
1,110206729,tangleteezer官方旗舰店
1,128357314,glasslock银生专卖店
1,129940591,高露洁棕榄海外旗舰店
1,110524165,嘉顺旗舰店
1,104311723,固特异汽车用品旗舰店
1,104498997,卡瑞达金荣盈专卖店
1,69026906,蜘蛛王斯派得专卖店
1,69223906,费雪牌官方旗舰店
1,104811746,senston旗舰店
1,69579863,hansca旗舰店
1,69790638,屈臣氏官方旗舰店
1,70103477,馨友家居专营店
1,108875697,富玖旗舰店
1,108476211,威柯逊鞋类专营店
1,109024378,铭晟汽车用品专营店
1,108498122,weile旗舰店
1,109322205,deltaplus代尔塔企安专卖
1,108531101,御炫汽车用品专营店
1,109565905,singerpoge旗舰店
1,108540223,百事泰旗舰店
1,108548216,阿道夫旗舰店
1,108712833,宏创旗舰店
1,60575219,戴拉旗舰店
1,60853737,瀚昌汽车用品专营店
1,68775603,易用家居专营店
1,61043175,美瑞克斯官方旗舰店
1,68890343,星空雨夜家居旗舰店
1,61264706,婷美官方旗舰店
1,68920910,萌萌兔旗舰店
1,61587296,金雨家居专营店
1,61797150,箭牌卫浴官方旗舰店
1,103081444,芬克乐器专营店
1,65168379,蓝藤卫浴官方旗舰店
1,103207190,茶花青岛专卖店
1,65450419,玉蝶旗舰店
1,103365027,飞鱼斯维米运动专营店
1,65831553,秀丽家居专营店
1,103503705,南极人今迈专卖店
1,66164238,煌鹰家居旗舰店
1,103543027,布雷尔家居旗舰店
1,66605429,内联升龙凤瑞祥专卖
1,112624036,岚仕运动户外专营店
1,112663101,悍虹汽车用品专营店
1,105953737,伊兰蒂思旗舰店
1,112765327,水护士家居旗舰店
1,105999282,阑阁珠宝旗舰店
1,112789579,ncl懋业专卖店
1,112897464,凡思曼旗舰店
1,106244721,嘉宝莉官方旗舰店
1,71525326,先声再康大药房旗舰店
1,60173279,途欢车品专营店
1,71701469,沃购旗舰店
1,60299920,忠顺数码专营店
1,71775809,礼之尚旗舰店
1,72016924,心居名家家居旗舰店
1,60422220,优贝旗舰店
1,115743080,prsr帕莎快信专卖店
1,115906143,琴之韵乐器专营店
1,107095475,嘉年华纳唯希专卖店
1,116025536,海宁老百姓大药房旗舰店
1,107255907,雷瑞斯数码专营店
1,116116254,非常爱车车品旗舰店
1,107299408,誉鹰母婴旗舰店
1,116143045,视洋眼镜专营店
1,107421866,美得林旗舰店
1,72319124,天之乐家居专营店
1,72426821,smartfive旗舰店
1,62031120,依雅家居专营店
1,72562707,汇风集雅家居专营店
1,72637124,aq旗舰店
1,72761707,艾淇旗舰店
1,62408994,高哥诚品专卖店
1,72920861,宠尚宠物用品专营店
1,105488785,欧风花都旗舰店
1,116789576,tcl南鹊专卖店
1,105528010,美德乐立德立康专卖店
1,116928981,春舞枝旗舰
1,105615104,rjkk旗舰店
1,117183072,好孩子贝贝阿斯专卖店
1,105665632,蜜诗格旗舰店
1,117355211,olinton翼驰专卖店
1,105789891,论檀旗舰店
1,105846364,卡菲兰旗舰店
1,101132416,威仕通数码专营店
1,63308934,欧司朗通瀚专卖店
1,63401623,灯好多旗舰店
1,63521863,miz旗舰店
1,101938092,一途旗舰店
1,63716578,艾米达旗舰店
1,101990452,众意旗舰店
1,64074227,爱乐乐器专营店
1,117593951,民间艺人乐器旗舰店
1,117789311,舒尔源旗舰店
1,111151474,garmin百纳海通专卖店
1,118403780,小黑裙旗舰店
1,119408352,squire旗舰店
1,111412349,泥火匠旗舰店
1,120491959,斯帝罗兰家具旗舰店
1,111569909,溢彩年华居之美专卖店
1,111674109,海川乐器专营店
1,103656464,禾颜家居旗舰店
1,103733210,蒙贝宠物用品旗舰店
1,103864694,aok多喜爱家具旗舰店
1,66761675,宝家洁官方旗舰店
1,103951266,俊哲车品专营店
1,66880802,古韵坊乐器专营店
1,104141934,izen旗舰店
1,67034373,有间花店旗舰店
1,67173171,天博服饰专营店
1,130386504,卡萌宠物用品专营店
1,131194936,猫乐适旗舰店
1,136271785,betsy贝琪旗舰店
1,111902087,SYB运动旗舰店
1,142770756,天呈医流医疗器械专营店
1,112018207,徽元保健品旗舰店
1,143697621,澳利亚旗舰店
1,112126550,fruuoarem法拉公羊旗舰店
1,145122710,国大医疗器械专营店
1,112174596,鱼跃官方旗舰店
1,112283859,好祺食品专营店
1,57299361,银得利饰品专卖店
1,100107106,瑞冲户外专营店
1,57300618,爱仕达厨具旗舰店
1,59100340,北山狼旗舰店
1,57301243,茵曼旗舰店
1,100488710,亿家达旗舰店
1,57303636,绿森数码官方旗舰店
1,100791791,悦兔服饰专营店
1,59678707,风格乐器专营店
1,100942259,铭筑舍计旗舰店
1,59972781,曲美家具官方旗舰店
1,110713090,展运车品专营店
1,104992979,维尔卡特旗舰店
1,110851861,长安马自达官方旗舰店
1,105121365,paiseto柏丝图旗舰店
1,110912943,mexican盛华唐专卖店
1,110999732,能天服饰专营店
1,111040913,家米乐旗舰店
1,105430506,graceblinds家居旗舰店
1,105474541,朗益地板旗舰店
1,112325572,imco旗舰店
1,107729055,吉瑞源家居专营店
1,112435483,欣动汽车用品专营店
1,112453190,森德瑞拉家居专营店
1,107956020,路克玩具专营店
1,112491745,speedo东旭康华专卖店
1,108040120,威龙眼镜专营店
1,112520817,erbe爱贝旗舰店
1,108112046,南极人家纺旗舰店
1,108156547,结力旗舰店
1,67870070,卡拉羊官方旗舰店
1,67331640,角缘旗舰店
1,68002082,昱硕家居专营店
1,67379509,纬弗斯运动专营店
1,68086408,7kkdesign旗舰店
1,67476190,尚言坊旗舰店
1,67599689,芙瑞鑫服饰专营店
1,68425197,丹尼熊箱包旗舰店
1,67662182,云宵旗舰店
1,67738393,金灶旗舰店
1,114719147,帮瑞家纺旗舰店
1,114839786,帆顺运动户外专营店
1,108229883,泽凡诺旗舰店
1,115013662,指印旗舰店
1,145259319,小飞将旗舰店
1,108273175,勇心家具旗舰店
1,115232843,鑫凯洋办公专营店
1,145322300,红豆居家童装旗舰店
1,108328208,大力人旗舰店
1,145555428,supor苏泊尔日新专卖店
1,108363651,玉安澜旗舰店
1,145678392,亚得力旗舰店
1,108423316,浩诗居家日用专营店
1,148002147,lining李宁新兴专卖店
1,70161661,dg官方旗舰店
1,70276471,布之家旗舰店
1,70477980,宝贝第一旗舰店
1,57971808,圆缘喜事旗舰店
1,70846462,自然而然旗舰店
1,58347694,音之源旗舰店
1,116249418,艾斯默家居专营店
1,116365612,byza百飒占华专卖店
1,106340565,御林军汽车用品专营店
1,116442196,NordicNaturals海外旗舰店
1,106513104,名达家居旗舰店
1,106739735,欧琳瑞恩专卖店
1,106827132,加米羊鞋类旗舰店
1,116665276,晶牛家具旗舰店
1,106956419,天猫魔盒官方旗舰店
1,73200079,G2000官方旗舰店
1,73240489,乐扣乐扣趣彩专卖店
1,73335685,泰福高凡冠专卖店
1,73516647,宗驰汽车用品专营店
1,100068395,稻禾旗舰店
1,63095839,佳奥家居专营店
1,114083196,本易数码专营店
1,112974377,艺皇皇图专卖店
1,114245276,卓美眼镜专营店
1,113106508,滋源旗舰店
1,114403285,篱胧食品专营店
1,114490478,冲驰旗舰店
1,113445922,dufan旗舰店
1,114639449,赛比拉车品专营店
1,113500481,好护士器械旗舰店
1,113773411,平优手表专营店
1,102135144,瑞德家居专营店
1,64191746,伟易达官方旗舰店
1,102218399,女儿情旗舰店
1,64342723,虎贝尔旗舰店
1,64542984,默玛家居旗舰店
1,64659142,赛博家居专营店
1,64864929,彩轩旗舰店
1,65107311,欣唯嘉家居旗舰店
1,123255346,蒙特丽乐器专营店
1,124806241,瑞盾旗舰店
1,109881635,创恩宠物用品专营店
1,126953707,新友车品旗舰店
1,110068592,旭鑫玩具专营店
1,127949185,幸福玛丽旗舰店
1,110250117,慕思旗舰店
1,129195307,幽马旗舰店
1,110304656,欣润旗舰店
1,110451362,佳迪乐车品旗舰店
1,104348710,newair维艾麦威专卖店
1,104442887,南极人震町专卖店
1,69000773,莎芬旗舰店
1,69171324,云南白药大药房旗舰店
1,69303692,设计师的灯旗舰店
1,69683647,晚安家居旗舰店
1,69951476,海之巅旗舰店
1,108776487,wonny旗舰店
1,108488303,occa旗舰店
1,108509903,格雷迪旗舰店
1,109430276,奥誉旗舰店
1,109612115,和源家居用品专营店
1,108543501,雅俪珠宝旗舰店
1,108640677,逸阳雅尔达专卖店
1,68491548,olay官方旗舰店
1,68581286,美匡旗舰店
1,60650834,好孩子官方旗舰店
1,68719128,贝汉美家居旗舰店
1,60936639,广普电器专营店
1,61149328,快活林家居专营店
1,61414215,泰昌官方旗舰店
1,68934566,草莓木玩玩具专营店
1,61720809,mlily旗舰店
1,65219189,惠捷伟业运动专营店
1,103437946,好孩子迪贝专卖店
1,65886397,水星家纺品牌专卖店
1,103518850,天地鱼旗舰店
1,66293967,清呼吸旗舰店
1,103560169,益多服饰专营店
1,112634826,君鑫数码专营店
1,112674738,pelpo派普旗舰店
1,105960364,金连来旗舰店
1,112772311,霍之宝旗舰店
1,106023700,意利原子旗舰店
1,112807385,海康威视吉研专卖店
1,106128965,布朗尼女鞋专营店
1,112939665,意兴旗舰店
1,106215823,康巴丝吉美多专卖店
1,106269063,秉迪数码专营店
1,71299380,奥克龙旗舰店
1,60036677,特步官方旗舰店
1,71583086,生活诚品家居旗舰店
1,60182760,龙之涵旗舰店
1,71718342,linpure蓝铂旗舰店
1,60328375,丹英玩具专营店
1,71934963,艾夫斯亨瑞专卖店
1,60407307,虞美人旗舰店
1,72106802,强象旗舰店
1,115849656,阳毅旗舰店
1,107278092,风彩生活服务专营店
1,116122710,锐帝斯旗舰店
1,116192451,nvc雷士冠勋专卖店
1,107577472,慧鑫母婴专营店
1,72352222,奥森纳服饰专营店
1,72545090,禧天龙旗舰店
1,62115207,fiber旗舰店
1,72567123,玛格家居旗舰店
1,62255620,暗涌旗舰店
1,72726857,林益相框旗舰店
1,62343292,品胜数码旗舰店
1,62449981,浦翎车品专营店
1,62494388,贝杰母婴专营店
1,116680899,人本男鞋旗舰店
1,116755700,炫宝汽车用品专营店
1,105497533,贻兴家居专营店
1,116835516,李宁胜客专卖店
1,117069238,小艾艾旗舰店
1,105644462,恒发假发旗舰店
1,117241511,品奥诺唯专卖店
1,105712627,大船旗舰店
1,117440817,星星营翔专卖店
1,101042702,苏泊尔卫浴旗舰店
1,101283997,爵森乐器专营店
1,101469939,lecoco旗舰店
1,63439938,eyesonu服饰旗舰店
1,101725423,京沙聚运动户外专营店
1,101963303,大一办公用品旗舰店
1,63748449,万仟堂旗舰店
1,117651123,第一卫胡同专卖店
1,111072861,大禹宠物用品专营店
1,117887639,玉麒家居旗舰店
1,111211308,依膳食旗舰店
1,118724444,chrvseis旗舰店
1,111313527,异度居家日用旗舰店
1,119491788,七匹狼内衣旗舰店
1,111439062,中欧旗舰店
1,121118516,doggyman多格漫旗舰店
1,111596064,鼎发九虎专卖店
1,111692939,奥蒂丝特旗舰店
1,103708340,好管家旗舰店
1,66617244,简美丽家旗舰店
1,103772494,爱之舟旗舰店
1,103986699,利临居家日用旗舰店
1,66959406,天字一号家居旗舰店
1,104163470,septwolves七匹狼旗舰店
1,67263158,荣登旗舰店
1,130768043,尊致旗舰店
1,135387237,unirose旗舰店
1,111836713,格古力旗舰店
1,139941064,科耐特旗舰店
1,111991849,家居就工长俱乐部旗舰店
1,143199285,三奥医疗器械专营店
1,112045250,韦帕旗舰店
1,112151557,赫雷思顿旗舰店
1,112209397,tmt淘玛特专卖店
1,57299553,乐扣乐扣旗舰店
1,57300205,钻石小鸟旗舰店
1,100145005,千百仓宠物用品专营店
1,57301000,食人谷旗舰店
1,100256301,卡罗莱手表旗舰店
1,57301501,欧普照明官方旗舰店
1,100328666,zeze旗舰店
1,57303144,美基旗舰店
1,100602450,back2脊态旗舰店
1,59514042,林氏旗舰店
1,100874448,承发男鞋旗舰店
1,59810887,富光旗舰店
1,110535517,琪朗家居旗舰店
1,110820254,mcoser旗舰店
1,105007518,vicutu威可多官方旗舰店
1,110868833,鸣声乐器旗舰店
1,105144749,森然旗舰店
1,110918969,kindle官方旗舰店
1,105246574,华达泰陶瓷旗舰店
1,105394840,唯爱鲜花旗舰店
1,105432644,龙圣乐器专营店
1,103056793,巧手星旗舰店
1,112340835,莱诺旗舰店
1,107800520,好孩子美果专卖店
1,112449173,瑶华旗舰店
1,148237271,philips飞利浦磐通专卖店
1,107897930,dafenqi旗舰店
1,112468406,发现精品烟具专营店
1,107973670,酷狼户外专营店
1,112493499,欧黎蔓旗舰店
1,108040465,恺丰手表专营店
1,112524372,灵巧旗舰店
1,67755530,琦郡旗舰店
1,67945611,哈珀家居专营店
1,67350578,漫美假发旗舰店
1,68049650,磐睿家居专营店
1,67409815,高哥尚诚专卖店
1,68238039,百年六合旗舰店
1,67534293,德菲思家居专营店
1,68475927,琪琪家园旗舰店
1,67714423,律动乐器专营店
1,114802379,银月旗舰店
1,108180166,沙宣官方旗舰店
1,108260345,诗美诗格家居旗舰店
1,115078016,靓家居旗舰店
1,145270271,花有独钟旗舰店
1,108313431,尚动艾巴专卖店
1,108346563,品胜三人行专卖店
1,115563704,烫旗舰店
1,145571933,依雯然旗舰店
1,108406134,鑫泉旗舰店
1,145715203,asvel昌木子专卖店
1,108465461,aszune艾苏恩旗舰店
1,148032305,mk烟具旗舰店
1,70205961,奥尼斯运动专营店
1,70360457,北斗旗舰店
1,57547134,味它宠物食品专营店
1,70724338,宜而爽内衣旗舰店
1,58025472,欣伊鑫蓓蕾专卖店
1,70932881,左右官方旗舰店
1,58451042,我型我秀布鞋专营
1,58725463,桑瑞斯家居专营
1,116381653,happyrain旗舰店
1,106419217,ciciibear旗舰店
1,106562288,井雅旗舰店
1,116558199,xds喜德盛旗舰店
1,106780613,嘉年华名匠专卖店
1,106856133,铜师傅旗舰店
1,73077058,艾丝菲旗舰店
1,73212792,麦雨旗舰店
1,62643403,潮韵轩旗舰店
1,73255340,盛源来食品专营店
1,73409943,糖糖屋零食物语食品专营店
1,62907425,固特旗舰店
1,100024337,victor点石专卖店
1,63160858,吉约蒙旗舰店
1,113819336,mtm海外专营店
1,114119484,璞凌烟具专营店
1,113009790,感动爱旗舰店
1,113166308,美乐高旗舰店
1,114439924,贤城旗舰店
1,113344525,清野户外专营店
1,114535268,圣邦御轩旗舰店
1,113473727,凌希车品专营店
1,113668350,南极人冬蕴专卖店
1,102097079,凌冠汽车用品专营店
1,102160595,欧梵尼旗舰店
1,64224937,世科运动户外专营店
1,102406358,漆花家居旗舰店
1,64614558,雅玥家居旗舰店
1,102571393,好药师大药房旗舰店
1,102816624,百利金珠宝旗舰店
1,64892978,古宫丝旗舰店
1,123442990,翔驰汽车用品旗舰店
1,109759656,桐君阁大药房旗舰店
1,125364634,sunsun森森威尔玛专卖店
1,109917505,百运运动专营店
1,127350440,三丰旗舰店
1,110189691,摩杰乐器专营店
1,128262204,科尔曼旗舰店
1,110275101,优丽尚旗舰店
1,129585995,有住旗舰店
1,110393738,aht眼镜旗舰店
1,104406499,朝阳轮胎官方旗舰店
1,104474578,喜鹊鸣旗舰店
1,104638862,好战友旗舰店
1,69206610,雅美嘉旗舰店
1,104748017,clarks官方旗舰店
1,104872383,浦江仁爱旗舰店
1,70057491,nile尼罗河旗舰店
1,108810144,必生辉旗舰店
1,109002832,普泽大药房旗舰
1,108496027,尼沃家居专营店
1,109257819,纽曼优星伟业专卖店
1,108524147,奥普唯亮专卖店
1,109552143,豪捷旗舰店
1,108539532,玺道旗舰店
1,109713135,爱乡亲食品旗舰店
1,108544454,弛茂汽车用品专营店
1,108645914,hewolf公狼飞驰专卖店
1,68614157,奥托富兰克旗舰店
1,60747026,康比特官方旗舰店
1,68744601,哥诗迪雅旗舰店
1,68889464,亮点家居旗舰店
1,68910215,蓝顿豪爵手表专营店
1,61517951,美的多博专卖店
1,61767333,夏娃之秀官方旗舰店
1,112303699,苏泊尔餐具旗舰店
